city	dialect	source	target
Doha	Emirati	شكثر على ما نوصل سيدني؟	كم من الوقت حتى نصل إلى سيدني ؟
Doha	Emirati	من اي مسار يمشي القطار اللي يروح تاكاو؟	من أي رصيف سيغادر القطار المتجهة إلى تاكيو ؟
Jerusalem	Palestinian	بقدر أعرف تفاصيل أكتر؟	هيا نتسوق بسرعة .
Doha	Emirati	هالدولة فيها وايد انواع من الفواكه.	بالتأكيد هذا البلد به أكثر من نوع من الفاكهة .
Aswan	Egyptian	ممكن طفاية سجاير؟	آخذ دروس تعليم البيانو مرة في الأسبوع .
Doha	Emirati	وين محطة البترول؟	أين محطة البنزين ؟
Alexandria	Egyptian	أنا عاوز شهادة طبية و إيصال للتأمين بتاعى.	ما هو الكيمونو الرسمي ؟
Aswan	Egyptian	أقدر اعمل تشيك إن في الخطوط الجوية اليابانية فين؟	هل يمكنك أن تقوم بهجاء اسمك الأخير ، من فضلك ؟
Cairo	Egyptian	ممكن نص لتر لبن؟	هل لي بعبوتين من اللبن كل منها ربع جالون ؟
Cairo	Egyptian	بوابة ركوب رحلة إي بي سي واحد زيرو واحد فين؟	أين بوابة الركوب ايه . ب . سي . واحد صفر واحد ؟
Doha	Emirati	ابغي استخدم ملعب التنس.	أريد استخدام ملعب التنس .
Aswan	Egyptian	كل واحد فينا عايز يدفع للوجبة بتاعته.	إذا حدث ذلك ، من فضلك أتصل بي .
Salt	Jordanian	بدي ارسل هاد بالتسليم العام .	أين المحطة النهائية للحافلة ؟
Jerusalem	Palestinian	بدي واحد كبير.	مقاسي ستة .
Aswan	Egyptian	عندك جرايد يابانية؟	أشعر بألم مفاجئ في معدتي .
Doha	Emirati	لو سمحت. وين الصيدلية القريبة من هني؟	معذرة . أين الصيدلية القريبة من هنا ؟
Doha	Emirati	في احد متعور.	لقد أصيب شخص .
Doha	Emirati	اي مكان من ثلاثين لي خمسين دولار حق الليلة.	في أي مكان من ثلاثين حتى خمسين دولارا لليلة .
Cairo	Egyptian	من فضلك. أنا اشتريت الجاكيت ده امبارح، بس لقيت فيه عيب كبير هنا.	عفواً . لقد اشتريت هذا الجاكيت بالأمس ، لكن وجدت بقعة كبيرة هنا .
Doha	Emirati	في باصات سياحية؟	هل هناك أي حافلات لمشاهدة المعالم ؟
Doha	Emirati	العقد بيتجدد سنوياً.	سوف يتم تجديد العقد سنوياً .
Doha	Emirati	عندي واجب انجليزي، ورياضيات، وفرنسي.	لدي بعض واجبات اللغة الإنجليزية والرياضيات واللغة الفرنسية .
Aswan	Egyptian	سكينة، لو سمحت.	هل توجد أية جولة صباحية ؟
Doha	Emirati	كان في واجد يهال حولي ولعوزوا ثيابي بالآيسكريم. عقبها اختفى بوكي.	لقد حوصرت بأولاد لوثوا ملابسي بالمثلجات ، وبعد ذلك اختفت حافظتي .
Cairo	Egyptian	عايز حبوب منومة .	أبغي بعض الأقراص المنومة .
Doha	Emirati	اي، هي مشكلة التخلص من الزبالة.	أجل . إنها مشكلة تخلص من الفضلات .
Doha	Emirati	اخلي شناطي هني؟	هل لي أن أضع أمتعتي هنا ؟
Salt	Jordanian	اه . صحيني بعد ثلاث ساعات، لو سمحت .	أي نوع سيدي ؟
Doha	Emirati	في اي احد يتكلم ياباني في المحل؟	هل يوجد أي شخص يتحدث اليابانية في المتجر ؟
Doha	Emirati	عطني شهادة طبية، لو سمحت.	اعطني شهادة طبية , من فضلك .
Cairo	Egyptian	عنده واحد زى ده؟	هل عندك من نفس هذا النوع ؟
Doha	Emirati	السعر في الرصيد نفس السعر اللي على النمرة.	السعر الموجود على الفاتورة هو نفس السعر الموجود ببطاقة التسعير .
Jerusalem	Palestinian	هي بس للأعضاء؟	إنها تناسب الشاطئ تماماً .
Doha	Emirati	حصلت شقة وانا ادور على النت.	وجدت شقة من خلال البحث على الإنترنت .
Amman	Jordanian	احنا ما مناخد هدايا عند الريسبشن. وبدالها، الزبون بدفع كاش.	كل الركاب يظلوا في مقاعدهم .
Doha	Emirati	اي، كان واجد زين. شكراً.	نعم ، لقد كان جيداً للغاية . شكراً لك .
Doha	Emirati	بيصير يوم الجمعة تاريخ ثلاثة وعشرين.	سيعقد يوم الجمعة الثالث والعشرون .
Salt	Jordanian	بدي مصاري ورق .	للدراسة .
Jerusalem	Palestinian	في بنوك قريبة من المحطة؟	ما هو رقم الرحلة الجوية ؟
Doha	Emirati	عندك اي جولة ثانية؟	هل لديكم أية جولة سياحية أخرى ؟
Cairo	Egyptian	رجل غريب ضربني ووقعني عالارض .	لقد طرحت أرضا بواسطة شخص غريب .
Salt	Jordanian	بدي الف لبرج لندن .	من الممكن أن تكون مهتما بهذا الكمبيوتر الصغير .
Doha	Emirati	عندنا مقاسات مختلفة.	لدينا مقاسات مختلفة .
Cairo	Egyptian	انا عارف اللي انتي حاسة بالظبط .	أنا أعرف بالضبط ما تشعر به .
Cairo	Egyptian	عليك تجيبلي رحلة طيران غيرها .	عليك أن تسجليني في رحلة طيران أخرى .
Doha	Emirati	اظن اني احبك.	أعتقد أنني أقع في غرامك ؟
Doha	Emirati	شنو المعالم الموجودة اللي على الدرب؟	ما هي النقط الإشارية التي بالطريق ؟
Doha	Emirati	مسامحة ماقدر اقبل العزيمة لأن عندي موعد ثاني.	أنا آسف لأنني لا أستطيع قبول الدعوة لارتباطي بموعد آخر .
Doha	Emirati	بغيت كوب قهوة مثلجة، لو سمحت.	أود أن أتناول كوبا من القهوة المثلجة , من فضلك .
Doha	Emirati	غرفة الطعام في الطابق الأول وتفتح الساعة خمس ونص المسا.	غرفة الطعام في الطابق الأول وتكون مفتوحة في الساعة الخامسة والنصف مساءً .
Aswan	Egyptian	فيه أكبر؟	ما أنواع النبيذ لديكم ؟
Jerusalem	Palestinian	أنا ياباني.	هل لديك حافلة إلى المطار ؟
Doha	Emirati	كوكتيل ربيان لها ولي انا بعد.	خلطة جمبري لها ، وكذلك لي .
Cairo	Egyptian	هي دي الرحلة الصح؟	هل هذه هي الرحلة الصحيحة ؟
Aswan	Egyptian	ده غالي شوية، ولا انت ايه رأيك؟	يسعدنا أن نقدم لك الشراب الذي تريده متبوعاً بالغداء . دليل كامل بالمشروبات التي نقدمها على رحلتنا موجودة في دليل المعلومات الخاص بمجلتنا .
Doha	Emirati	من اي نوع من الجلد مصنوعة هالشنطة؟	من أي نوع من الجلد صنعت حافظة النقود هذه ؟
Amman	Jordanian	لو سمحت اختار خمر بناسبك.	هل تحتوي على حمام ومرحاض ؟
Alexandria	Egyptian	أنا عاوز أسافر من شانغهاى لهاواى بالسفينة.	إنها معروضة للبيع الآن , بثلاثين دولار وتسعة وأربعون سنتا فقط .
Jerusalem	Palestinian	بقدر أخد زي هداك الصحن؟	حولها إلى فواتير ذات قيمة صغيرة , من فضلك ؟
Cairo	Egyptian	أظن ان فيه غلطة في الحساب .	أظن أن هناك خطأ في هذه الفاتورة .
Cairo	Egyptian	محتاج دليل عناوين، من فضلك .	أبغي دليل العناوين ، من فضلك .
Cairo	Egyptian	عاوز شيال، لو سمحت.	من فضلك ، أحتاج حمال .
Cairo	Egyptian	اتمنى ان اللون و الستايل ده يعجبوك .	أتمنى أن يعجبك هذا اللون والطراز .
Aswan	Egyptian	انا المفروض اغير القطر فين علشان اروح ايدنبره؟	أسف أنني بحاجة إلى أن أطلع على أي مستند لتحديد الهوية .
Doha	Emirati	شكراً. اها، فهمت شصار.	شكراً . آه ، أفهم ما حدث .
Cairo	Egyptian	تحب تشيل تأمين الفرد ضد الحوادث، وتغطية الفرد وتغطية الفقدان أو التلف وإضافات المسئولية القانونية في التأمين؟	هل ترغب في إخراج بى ايه اى ، بى ايي سى ، تنازل عن تعويض للخسارة وملحق تأمين مسئولية ؟
Cairo	Egyptian	شكل الغروب مذهل من هنا .	إن منظر غروب الشمس رائع من هنا .
Salt	Jordanian	صلحه او غيره، لو سمحت .	فقدت حقيبتي .
Doha	Emirati	هذي صوف مية بالمية.	إنه صوف نقى ؟
Cairo	Egyptian	أنا باجمرك دي.	أنني أعلن هذا البند .
Cairo	Egyptian	عايز اركب الطيارة بسرعة .	أريد أن أسافر بالطائرة فى أقرب وقت ممكن .
Alexandria	Egyptian	هى دى الشنط اللى من الرحلة جيه إيه إل زيرو واحد؟	هل يمكنني أخذ مقعدان من مقاعد الدور الثاني لهذا المساء ؟
Doha	Emirati	في شي غلط في الفلتر.	يوجد شيء خطأ في المرشح .
Salt	Jordanian	بتقدر تعمل الترتيبات مسبقا؟	أنا أتصل من المطار . سأصل هناك في حوالي الساعة الرابعة .
Doha	Emirati	عويت يدي.	لقد التوت رسغي .
Cairo	Egyptian	أنا محتاج باسبوري.	أريد جواز سفري .
Cairo	Egyptian	الجولة هاتبدأ منين؟	أين تبدأ هذه الجولة ؟
Cairo	Egyptian	من فضلك تذكرة رايح جاي لشيكاجو.	تذكرة ذهاب وعودة إلى شيكاغو ، من فضلك .
Cairo	Egyptian	محفظتي اتنشلت في القطر .	إن محفظتي نشلت في القطار .
Doha	Emirati	لو سمحت لا تجي مرة ثانية.	من فضلك لا تأت مرة أخرى .
Amman	Jordanian	صح، هاي مشكلة بالخلاص من الزبالة.	هل يمكنك أن توصلهم غداً صباحاً ؟
Doha	Emirati	ممكن تقول لي وين اقدر احصل تاكسي؟	هل من الممكن أن تخبرني أين أستطيع أن أحصل على تاكسي ؟
Aswan	Egyptian	تعالى، يا كينجي. خليني أوريك المكتب.	لا ، أشكرك حالياً .
Amman	Jordanian	بيتك كبير. كم غرفة فيه؟	شكراً جزياً لك . احتفظ بالباقي لك .
Doha	Emirati	ادور خيط.	أبحث عن خيط .
Salt	Jordanian	بتقدر تحكيلي متى رح نوصل المركز المدني؟	لا أستطيع تأكيد ذلك لكنا سنبذل قصارى جهدنا .
Cairo	Egyptian	مخدة وبطانية، من فضلك.	أريد وسادة وبطانية من فضلك .
Doha	Emirati	اي، عندنا ملعب متوفر الساعة ثنتين وفي واحد ثاني الساعة اربع.	نعم ، لدينا ساحة للعب متاحة في الساعة الثانية وأخرى في الساعة الرابعة .
Doha	Emirati	عاد خذ راحتك وكلمنا أي وقت.	من فضلكم , نكون سعداء لو اتصلتم بنا في أي وقت .
Amman	Jordanian	بدي شامبو.	كم سأدفع للوصول إلى المطار ؟
Salt	Jordanian	بدي اشتري عشر طوابع لعشر بطاقات بريدية لليابان، لو سمحت.	أود أن أغير حجزي إلي الرحلة الجوية رقم اثنان صفر خمسة في الثاني من أكتوبر .
Salt	Jordanian	بس عدد قليل من الناس رح ينضمو للجولة الاختيارية .	هل أستطيع استئجار دراجة ؟
Cairo	Egyptian	انت ايرلندي؟	هل أنت أيرلندي ؟
Aswan	Egyptian	انا سبت تذكرة الطيران في الفندق.	هل تغير عملات أجنبية ؟
Alexandria	Egyptian	عاوز كريم ليل.	أود تغيير حجزى . هل لى أن أغير رحلة ب أأ خمسة صفر خمسة إلى الرحلة خمسة صفر خمسة ؟
Doha	Emirati	اي. هذي جودتها احسن. هذي مصنوعة من الكشمير.	أجل ، هذا من نوع أفضل . هذا مصنوع من الكشمير .
Alexandria	Egyptian	فى أى مكان بيقبل غسيل يوم الحد؟	سأتصل به مرة أخري الرابعة بعد الظهر .
Cairo	Egyptian	موظفين المبيعات في المحل ده طيبين قوي.	موظفو المبيعات في هذا المتجر لطفاء جداً .
Doha	Emirati	والله، لأن الحكومة بتتخذ اجراءات حق تنعش الاقتصاد.	حسنا ، لأنك تعرف أن الحكومة ستقدم المزيد من الإجراءات التي تحث على الضخ .
Cairo	Egyptian	تقدر تشتري تذكرة بورقة الف ين من المكنه ديه .	يمكنك أن تشتري تذكرة بورقة فئة ألف ين من هذه الماكينة .
Cairo	Egyptian	انت شايف المطعم هناك؟	هل ترى ذلك المطعم هناك ؟
Doha	Emirati	ممكن ترسم خريطة توصلني هناك؟	هل يمكنك رسم خريطة تمكنني من الوصول إلى هناك ؟
Doha	Emirati	وين اقرب مدخل؟	أين أقرب مدخل ؟
Doha	Emirati	بخلي حامل الشنط يفتح الباب بالمفتاح الرئيسي. لحظة لو سمحت. شنو اسمك ورقم غرفتك؟	سأجعل خادم الفندق يقوم بفتح الباب بالمفتاح الرئيسي . لحظة من فضلك . ما هو اسمك ورقم غرفتك ؟
Cairo	Egyptian	ده أحدث طبعة لأعظم عشرين رسام في أوروبا، وبيحتوي على صور لحوالي ميتين عمل فني مميز.	إنها آخر طبعة للرسامين العظام العشرين في أوروبا ، وتضم حوالي مائتي صورة من روائع الفن .
Doha	Emirati	هذي كل شي؟	هل هذا كل شيء ؟
Doha	Emirati	"مكتوب ""ابقى في المسار""."	"إنها تقول "" ألتزم بحارتك . """
Doha	Emirati	يوقف القطار السريع في سان دييغو؟	هل يتوقف القطار السريع في سان ديجو ؟
Salt	Jordanian	هوه بالزبط جنب هداك المبنى الطويل . عشان هيك ارجع نفس الطريق اللي اجيت منو حتى الاشارة و بعدين روح شمال .	هل لي أن اقترض بعض الأشرطة اللاصقة ؟
Cairo	Egyptian	اسمحلي أقدم نفسي . اسمي جورو يامادا .	دعني أقدم نفسي . اسمي جورو يامادا .
Salt	Jordanian	بدي ارسل بالفاكس .	هل لديك قائمة باللغة اليابانية .
Doha	Emirati	اوه، هذي مرتفع شوي. عندك شي ارخص؟	أوه ، ذلك سعر عالٍ قليلاً . هل عندكم أي شيء أقل غلاءً ؟
Alexandria	Egyptian	عاوز برفان.	أليس هذا خطير ؟
Doha	Emirati	والجاز شلون؟	ما رأيك لو استمعنا إلى موسيقى الجاز ؟
Salt	Jordanian	على الساحل الشرقي، بتقدر كمان تلاقي اماكن مشهورة، زي نيويورك، وواشنطن دي سي وبوسطن.	أريد نقانق فرانكفورت ذات نكهة من فضلك .
Doha	Emirati	عندك فانيلات؟	هل لديك أية قمصان ؟
Salt	Jordanian	بتقدر تصرف هاد الشيك تبعي بميتين دولار؟	في حالتي ، غالباً ما يكون من أجل العمل ونادراً ما يكون للاستمتاع .
Aswan	Egyptian	ممكن أرجعه في مدينة تانية؟	أريد أن أخبر أصدقائي عن هذا المكان ، لذلك هل يمكنك أن تعطيني كتيب عن الفندق ؟
Cairo	Egyptian	عايز خيط .	أريد بعض الخيط .
Doha	Emirati	بغيت دليل.	أريد دليل .
Cairo	Egyptian	تمام، ديه أوضتك .	حسنا ، هذه غرفتك .
Doha	Emirati	في حمام خاص؟	هل يوجد حمام خصوصي ؟
Doha	Emirati	ممكن تعطيني تاريخ ورقم الرحلة؟	هل أعطيتني التاريخ وأرقام الرحلات الجوية ؟
Aswan	Egyptian	عندك جدول ألوان؟	احتاج لبعض مشابك الغسيل .
Doha	Emirati	ركبت القطار الغلط.	لقد ركبت القطار الخطأ .
Cairo	Egyptian	أعتقد إن الراجل كان لازم يوقف.	أعتقد أنه كان ينبغي على ذلك الرجل أن يتوقف .
Cairo	Egyptian	من فضلك خلي رجل البنطلون أضيق شويه وبلاش التنية .	من فضلك ضيّق سيقان البنطلون قليلاً و اجعله بدون ثنيات .
Doha	Emirati	ابي ابرد المنطقة المتأثرة بثلج مكسر.	أريد تبريد الجزء المصاب باستخدام قطع الثلج .
Cairo	Egyptian	الجدول ده بيظهر الفروق الرئيسية بين نوعين العقود دول .	يوضح الرسم التوضيحي الفروق الرئيسية بين نوعي العقود .
Cairo	Egyptian	عندكم ترمومتر طبي؟	هل لديكم ترمومتر طبي ؟
Cairo	Egyptian	اسمي اكيكو تاناكا .	اسمي أكيكوا تاناكا .
Amman	Jordanian	اه، هون في شراب واحد على الأقل.	من فضلك سجل اسمك قبل تسعة صفر تسعة صباحا .
Doha	Emirati	تبغي تاخذ أي قطار؟	ما القطار الذي تنوي أخذه ؟
Aswan	Egyptian	أنا طلبت ده.	توجد فتحة في هذه .
Alexandria	Egyptian	مش حاسس إنى كويس. لو سمحت تدينى دوا.	هل من الممكن أن احصل علي بعض الفاكهة ؟
Doha	Emirati	مع ليمون، اذا عندك، وسكر.	بالليمون ، لو عندك ، والسكر .
Jerusalem	Palestinian	سجل على الحساب، لو سمحت. بتاخدو فيزا؟	هذا المقاس من فضلك .
Doha	Emirati	ابغي مجفف.	أريد مجفف .
Doha	Emirati	ممكن تساعدني في شيل هالشنطة؟	هل من الممكن أن تساعدني في حمل هذه الحقيبة ؟
Salt	Jordanian	زرت البحيرات الكبار لاول مرة .	لدينا محار جيد جداُ هذا اليوم .
Doha	Emirati	هذي ستين دولار واربعين سنت.	القيمة ستة دولارات وأربعون سنتاً .
Doha	Emirati	انا جاي من المغرب.	أنا من المغرب .
Cairo	Egyptian	عامل ايه؟ ابويا بيسلم عليك .	كيف حالك ؟ والدي يرسل إليك تحياته .
Cairo	Egyptian	خدني المستشفى، من فضلك.	خذي إلى مستشفي ، من فضلك .
Doha	Emirati	ستيك لحم الخاصرة وسلطة خضرة، لو سمحت.	شريحة لحم من خاصرة البقر وسلطة خضراء من فضلك .
Doha	Emirati	شنو اكثر مكان عليه اقبال في المهرجان؟	أين أكثر المناطق حيوية في هذا الكارنفال ؟
Cairo	Egyptian	الكيمونو مش مناسب للناس اللي بتتحرك كتير.	إن الكيمونو ليس مناسباً للأشخاص ذوي النشاط .
Doha	Emirati	مسامحة بس هو بيتأخر ثلاث دقايق.	أخشى أنها متأخرة ثلاث دقائق .
Cairo	Egyptian	من فضلك اكتب رقم الكريديت كارد بتاعك.	من فضلك دون رقم بطاقتك الائتمانية .
Jerusalem	Palestinian	أي باص أخد عشان أروح على المحطة؟	من فضلك , احتفظ بهذه الحقائب حتى الخامسة مساءً , من فضلك . وهل يمكن أن أحصل على إيصال استلام بذلك ؟
Cairo	Egyptian	انت شايف اى تمثال في المبنى ده؟	هل ترى التمثال في تلك البناية ؟
Doha	Emirati	هذي الباص حق الخطوط الجوية اليابانية؟	هل هذه هي الحافلة التي توصلني إلى الخطوط الجوية اليابانية ؟
Doha	Emirati	اي، بس واحد. متى بعرف؟ شلون بيتم تعويضي؟	أجل ، واحدة فقط . متى سأعرف ؟ وكيف سيتم تعويضي ؟
Cairo	Egyptian	فيه اتوبيس تبع المطار بيوصل للمدينة؟	هل توجد حافلة من المطار للمدينة ؟
Salt	Jordanian	بتناسب بدلتك .	من فضلك لا تأت مرة أخرى .
Salt	Jordanian	قديش بيكلف التكسي لهاد الفندق ؟	"نحن في محطة "" جونز ستريت "" ."
Cairo	Egyptian	معك كارت بريد زيادة؟	لديك بطاقة بريدية إضافية ؟
Doha	Emirati	من صجه سيد جونز لما قال بيتقاعد قريب؟	هل كان السيد جونز جاداً عندما قال أنه سوف يتقاعد عما قريب ؟
Salt	Jordanian	أنا مصور حر .	شكراً ، هذا يكفي .
Doha	Emirati	يروح هالباص مركز المدينة؟	هل هذه الحافلة تذهب إلى وسط البلدة ؟
Cairo	Egyptian	ممكن تجيبلي فنجان قهوة كبير؟	هلا أحضرت لي إبريق قهوة ؟
Cairo	Egyptian	عايز مكان شيك .	أريد الذهاب إلى مكان جميل .
Cairo	Egyptian	للمذاكرة.	للدراسة .
Doha	Emirati	شكراً لأنك قعدت عندنا، اخوي.	شكراً على الإقامة معنا ، يا سيدي .
Salt	Jordanian	رح اكون كثير ممنون اذا اخذتني على الشاطئ .	هل تم تجهيز وجبتي ؟
Cairo	Egyptian	عايز ابعت البطاقة البريدية ديه لليابان .	أريد أن أرسل هذه البطاقات البريدية إلى اليابان .
Doha	Emirati	مو واجد غالي. اوكي. عندنا فندق زين اسمه ذا بيفيرلي. موجود في الجانب الشرقي.	ليس باهظاُ جداُ . حسناُ . حسنا سنقيم في فندق جميل اسمه البيفرلي . إنه يقع في إيست سايد .
Doha	Emirati	ابغي اقابل سيد ويليام.	أريد لقاء السيد ويليم .
Cairo	Egyptian	هل انت بتدي خصومات كبيرة؟	هل تقدمون تخفيضات كبيرة ؟
Cairo	Egyptian	الشباك محشور مش عارف احركه .	النافذة محشورة .
Doha	Emirati	آسف، ما عجبني.	آسف , إنها لا تروق لي .
Cairo	Egyptian	أديني لبان، لو سمحت.	أعطني بعض العلكة من فضلك .
Doha	Emirati	متى العشا؟	متى الغداء ؟
Doha	Emirati	اظافر التركيب هذي تخلي اظافرج اطول.	هذه الأظافر الصناعية سوف تطيل أظافرك .
Doha	Emirati	عطني توباكو.	اعطني بعض التبغ .
Cairo	Egyptian	أعتقد في غلطة.	أعتقد أن هناك خطأ .
Cairo	Egyptian	النهاردة يوم ايه في الاسبوع؟	أي أيام الأسبوع هذا ؟
Jerusalem	Palestinian	بيناسبني كتير.	أريد دفتر لتسجيل من فضلك .
Cairo	Egyptian	تمام، في الحالة ديه متهيألي انه احسن اجرب شركة تانية .	حسناً ، في تلك الحالة أعتقد أنه من الأفضل أن أجرب شركة أخرى .
Doha	Emirati	شبتسوي راس السنة؟	ماذا ستفعل في ليلة رأس السنة ؟
Cairo	Egyptian	أوضة بسريرين وحمام، لو سمحت.	حجرة مزدوجة بحمام من فضلك .
Doha	Emirati	عطني شاش لو سمحت.	من فضلك أعطني بعض الشاش .
Cairo	Egyptian	فهمت . و منين اخد اوتوبيس؟	فهمت . وأين يمكنني أن ألحق بحافلة ؟
Cairo	Egyptian	أوه،  أستاذ كورن بيحب يدي امتحانات فجأة من غير ما يقول.	إن البروفيسور كورن يهوي إلقاء الألغاز المفاجئة .
Cairo	Egyptian	نفسها في بيرة.	هي تريد بيرة .
Doha	Emirati	شنو احسن جولة حق اشوف اشهر المعالم؟	ما هي أفضل جولة حتى أرى أشهر الأماكن ؟
Jerusalem	Palestinian	بدي أعمل مكالمة خارجية لأوتيل هيلتون في بوسطن.	سوف أتصل ثانيةً .
Cairo	Egyptian	وبعدين، أنا عايز أجذب إنتباهك للجدول.	بعد ذلك ، أريد أن ألفت انتباهك لخريطة رقم واحد شرطة ثلاثة .
Aswan	Egyptian	ايه افضل جولة اشوف فيها احسن الاماكن المعروفة؟	مصاريف الغرفة أغلى مما أُخبرت .
Doha	Emirati	بقعد مع رفيجي.	سأقيم لدى صديقي .
Aswan	Egyptian	أنا كنجي.	هل هذه التذكرة سارية فقط لليوم المحدد ؟
Cairo	Egyptian	ده جميل قوي.	إنها شديدة الجمال .
Doha	Emirati	اي، عندنا. تحصلهم في الطابق الثالث.	نعم . إنها في الطابق الثالث .
Aswan	Egyptian	كنت عايز الهدوم دي تتغسل بالكتير بكرة.	من فضلك أعطني نسخة من محضر السرقة .
Aswan	Egyptian	أيه رايك في مية دولار؟	أريد تأجير سلاح آلى لمدة يومين .
Cairo	Egyptian	اهوه تليفوني و ايميلي .	ها هو ذا رقم تليفوني وعنوان البريد الإلكتروني الخاص بي .
Cairo	Egyptian	عايزه فستاني يكون مكسم .	أود أن أكوي هذا الثوب .
Doha	Emirati	لا تحاتي. في زباين جربوهم في اللبس.	لا تقلق . لقدر جربها بعض الزبائن .
Jerusalem	Palestinian	وين بقدر أصف القارب؟	شكراُ لك . أين مفتاح التغيير فى جهاز التكييف ؟ إن الجو حار جداً .
Cairo	Egyptian	استخدام اللو.	استعمال الألوان جميل .
Doha	Emirati	شلون اقدر اروح مركز إيه بي سي؟	كيف يمكنني الذهاب إلى مركز اه بى سى ؟
Cairo	Egyptian	مجوهراتي اتسرقت، عايز أعمل بلاغ.	لقد سرقت مجوهراتي . أنني بحاجة لتقديم بلاغ .
Cairo	Egyptian	ممكن تقولى كود المنطقة بتاع سان لويس؟	هل لك أن تخبرين بالرقم الكودي لمنطقة القديس لويس ؟
Doha	Emirati	رقمي واحد اثنين ثلاثة تسعة صفر خمسة خمسة.	رقمي هو واحد اثنان ثلاثة تسعة صفر خمسة خمسة .
Doha	Emirati	حياك. لو سمحت خله على الطاولة هناك.	ادخل . من فضلك ضعها على المائدة هناك .
Alexandria	Egyptian	أنا بروح أتزحلق مرتين فى الشهر خلال الموسم.	أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟
Cairo	Egyptian	ده أكيد . اهلا . يالا نروح الشاطئ .	هي بالتأكيد . مرحبا . هيا نذهب إلي الشاطئ .
Doha	Emirati	امش سيدة في هالشارع، لف يسار عند ثاني لفة، وبتحصله.	سر قدما في هذا الشارع , ثم اتجه يساراً عند الناصية الثانية وستجدها .
Amman	Jordanian	فهمت. أنا بحاول استأجر ستروين.	أنا أسف . انظر ، سأدفع كل شئ . لا تستدعي الشرطة فحسب . والدي سيقتلني .
Doha	Emirati	للأسف، مهندسنا، سيد اكياما، لازم يمشي من وقت عشان يحضر اجتماع ثاني.	ولسوء الحظ ، اضطر مهندسنا السيد أكياما إلي المغادرة مبكرا لحضور اجتماع آخر .
Doha	Emirati	شلون احصل التذاكر؟	كيف يمكنني الحصول على التذاكر ؟
Doha	Emirati	وين الحمام؟	أين المرحاض ؟
Cairo	Egyptian	ترشحلى أنهى منيو؟	ما القائمة التي توصي بها ؟
Cairo	Egyptian	الوقت اتأخر . لازم امشي دلوقتي .	الوقت يتأخر . يجب أن أرحل .
Aswan	Egyptian	بالكارت، لو سمحت.	سأقيم في فندق هيلتون . سأكون هنا لمدة ثلاثة أيام فقط .
Doha	Emirati	بغيت اخذ جولة سياحية ليلية.	أود الانضمام إلى جولة ليلة .
Doha	Emirati	شدعوه. توني مخلص جدول الرحلة.	عفواً . لقد أكملت جدول الرحلة التقريبي .
Cairo	Egyptian	حأخدعشرة في الميه من المبلغ ده .	سآخذ ستة في المائة من السعر .
Doha	Emirati	آسف، بس مادري. انا سايح، بعد.	معذرة ولكنني لا أعرف . فإنني سائح , أيضا .
Cairo	Egyptian	عايز أأجر عربية .	أريد أن استأجر سيارة .
Cairo	Egyptian	لو سمحت قوللي لما نوصل بوسطن.	من فضلك دعني أعرف حينما نصل بوسطون .
Alexandria	Egyptian	أوكى. أنا هاخد اتنين بس. شكرا.	أعطني خمسة عشر لتراً من السوبر ، من فضلك .
Doha	Emirati	وين الحمام؟	أين دورة المياه ؟
Cairo	Egyptian	حيكون عندنا اجتماع و ناخد قرار خلال الاسبوع .	سنعقد اجتماعاً ونقرر خلال أسبوع .
Jerusalem	Palestinian	بتقدر تبدل كرسيك معي، لو سمحت؟	واحد شيزبرجر لكي أذهب ، من فضلك .
Cairo	Egyptian	الاحتياجات اليومية .	ضروريات يومية .
Doha	Emirati	اي، هذي اول رحلة لي.	نعم ، إنها أول رحلة لي .
Salt	Jordanian	انت هون .	أريد مكواة , من فضلك .
Doha	Emirati	يصير احجز ملعب تنس هني؟	هل يمكن أن أحجز ملعبا للتنس هنا ؟
Cairo	Egyptian	نص يوم بتلاتين دولار. اليوم كله بخمسين دولار.	نصف اليوم ثلاثون دولارا , اليوم الكامل خمسون دولارا .
Amman	Jordanian	هو كتير مشغول اليوم؟	أصبت بسحجة .
Doha	Emirati	معاك ساتو. انا أجرت سيارة اليوم الصبح.	أنا ساتو . استأجرت سيارة هذا الصباح .
Salt	Jordanian	بحتاج معاملة خاصة؟	متى يفتح ؟
Doha	Emirati	ارجوك بس جيب روحك المرة الياية.	ارجوا أن تحضر المرة القادمة فقط .
Cairo	Egyptian	اعذرني. ممكن أعدي، من فضلك؟	معذرة . هل يمكنني المرور ، من فضلك ؟
Cairo	Egyptian	ممكن آخد كول سلو بدل السلطة؟	هل يمكنني الحصول على سلطة كرنب بدلاً من مجموعة السلطات هذه ؟
Doha	Emirati	اي، بس انت مو رجال عدل، صح؟	نعم أنت لست مهذبا , أليس كذلك ؟
Doha	Emirati	اوكي. لو سمحت روح حق كاونتر الجوازات.	حسنا . توجه إلى مكتب فصح جوازات السفر .
Jerusalem	Palestinian	التاني على الشمال.	أفضل سيارة بها نظام إلي لنقل الحركة .
Cairo	Egyptian	مع السلامة.	إلى اللقاء .
